team_id,date,function_calls,query_execution_ms,peak_concurrent_queries,db_bandwidth_gb,db_storage_gb
124191,2026-06-05,349,2053,0.000124,0.003,105.844
124191,2026-06-06,1132,7910,0.000491,0.012,112.932
124191,2026-06-07,733,5954,0.001329,0.011,112.944
124191,2026-06-08,653,4601,0.00041,0.008,108.381
124191,2026-06-09,615,4599,0.000502,0.006,108.077
124191,2026-06-10,1170,6598,0.000292,0.011,106.713
124191,2026-06-11,925,7202,0.001112,0.01,112.718
124191,2026-06-12,857,6534,0.000624,0.013,111.951
124191,2026-06-13,1408,9467,0.000664,0.015,109.166
124191,2026-06-14,1006,7422,0.000685,0.01,116.889
124191,2026-06-15,1489,11473,0.001013,0.013,108.775
124191,2026-06-16,736,5224,0.000274,0.011,109.428
124191,2026-06-17,1184,10518,0.001185,0.014,111.055
124191,2026-06-18,622,4665,0.000445,0.007,107.95
124191,2026-06-19,1066,6665,0.00077,0.013,112.221
124191,2026-06-20,1082,8684,0.001312,0.012,111.712
124191,2026-06-21,753,5221,0.000732,0.007,113.367
124191,2026-06-22,808,6053,0.000416,0.007,114.534
124191,2026-06-23,492,2949,0.00032,0.006,116.046
124191,2026-06-24,1426,8412,0.000586,0.014,120.473
124191,2026-06-25,1088,7554,0.000793,0.016,116.827
124191,2026-06-26,853,5667,0.000719,0.01,113.279
124191,2026-06-27,1037,6019,0.000548,0.011,115.506
124191,2026-06-28,1019,6875,0.000655,0.009,120.961
124191,2026-06-29,1255,9905,0.000902,0.02,120.048
124191,2026-06-30,1051,7256,0.000733,0.011,115.36
124191,2026-07-01,1898,9825,0.004148,0.023,125.375
124191,2026-07-02,563,4402,0.000377,0.006,123.394
124191,2026-07-03,250,1814,0.000214,0.003,118.272
124191,2026-07-04,547,4118,0.000488,0.006,119.259
124191,2026-07-05,1940,12083,0.000687,0.018,120.546
124191,2026-07-06,1243,7433,0.0003,0.012,117.934
124191,2026-07-07,980,7786,0.000487,0.014,118.362
124191,2026-07-08,1681,12992,0.000982,0.022,116.59
124191,2026-07-09,633,5577,0.000373,0.009,117.201
124191,2026-07-10,1216,9200,0.000479,0.011,120.618
124191,2026-07-11,2148,15020,0.00201,0.027,120.914
124191,2026-07-12,842,6796,0.000394,0.009,121.208
124191,2026-07-13,459,3172,0.000183,0.004,119.211
124191,2026-07-14,488,3475,0.00047,0.005,120.232
124191,2026-07-15,757,5022,0.000411,0.007,122.455
124191,2026-07-16,1986,13917,0.000741,0.018,126.074
124191,2026-07-17,936,6672,0.000574,0.01,123.136
124191,2026-07-18,2156,13205,0.001156,0.027,118.947
124191,2026-07-19,1761,11864,0.000943,0.022,122.565
124191,2026-07-20,609,4717,0.000182,0.009,124.476
124191,2026-07-21,2328,15529,0.000775,0.026,124.588
124191,2026-07-22,1026,6522,0.00028,0.014,121.658
124191,2026-07-23,2060,13096,0.00077,0.021,121.639
124191,2026-07-24,805,5351,0.000478,0.009,124.081
124191,2026-07-25,1295,9338,0.000471,0.015,125.15
124191,2026-07-26,2079,16517,0.001825,0.018,122.272
124191,2026-07-27,716,5509,0.000398,0.01,130.533
124191,2026-07-28,1402,11814,0.00067,0.015,124.473
124191,2026-07-29,1020,6623,0.000605,0.01,123.689
124191,2026-07-30,2519,21404,0.001263,0.026,129.837
124191,2026-07-31,824,5620,0.000454,0.011,130.045
124191,2026-08-01,1206,8788,0.000401,0.017,125.696
124191,2026-08-02,1352,8341,0.003309,0.016,127.852
124191,2026-08-03,2298,14071,0.001109,0.028,130.468
124191,2026-08-04,1547,9689,0.000885,0.019,129.137
124191,2026-08-05,1930,13950,0.001809,0.023,129.902
124191,2026-08-06,560,4278,0.000337,0.009,129.853
124191,2026-08-07,945,6253,0.001224,0.012,124.523
124191,2026-08-08,1425,13217,0.000554,0.016,133.657
124191,2026-08-09,2316,16981,0.003294,0.023,131.133
124191,2026-08-10,1432,10859,0.000853,0.021,129.794
124191,2026-08-11,829,5592,0.000621,0.009,127.034
124191,2026-08-12,2474,18363,0.002342,0.027,132.656
124191,2026-08-13,1398,9331,0.000289,0.017,133.419
124191,2026-08-14,1189,8655,0.000829,0.014,136.318
124191,2026-08-15,1709,10598,0.000503,0.02,131.168
124191,2026-08-16,2205,17662,0.001274,0.027,134.884
124191,2026-08-17,3081,19832,0.002008,0.035,134.097
124191,2026-08-18,1486,7957,0.00076,0.013,136.601
124291,2026-05-21,868,12946,0.000212,0.036,42.949
124291,2026-05-22,1026,15692,0.002309,0.055,41.084
124291,2026-05-23,393,5608,0.000789,0.023,41.013
124291,2026-05-24,631,11497,0.000419,0.041,43.071
124291,2026-05-25,653,9925,0.000279,0.031,43.043
124291,2026-05-26,653,8932,0.000503,0.044,41.912
124291,2026-05-27,1985,31529,0.001137,0.133,42.627
124291,2026-05-28,941,13432,0.000446,0.043,42.774
124291,2026-05-29,948,15410,0.002158,0.051,42.958
124291,2026-05-30,655,13214,0.000215,0.04,42.168
124291,2026-05-31,324,4423,0.000134,0.019,43.289
124291,2026-06-01,629,9962,0.000212,0.039,41.695
124291,2026-06-02,989,15081,0.000712,0.072,43.009
124291,2026-06-03,1826,26846,0.000804,0.075,42.508
124291,2026-06-04,1185,17147,0.000528,0.067,43.066
124291,2026-06-05,490,6157,0.000151,0.027,42.486
124291,2026-06-06,320,4557,0.000221,0.021,42.939
124291,2026-06-07,179,2701,9.4e-05,0.009,42.674
124291,2026-06-08,800,11875,0.000281,0.054,42.258
124291,2026-06-09,1124,15226,0.000503,0.056,42.45
124291,2026-06-10,965,16249,0.000676,0.057,43.754
124291,2026-06-11,1151,16521,0.000332,0.049,42.082
124291,2026-06-12,1532,20267,0.000828,0.081,43.437
124291,2026-06-13,463,7615,0.000105,0.03,42.648
124291,2026-06-14,400,6188,8.5e-05,0.023,42.756
124291,2026-06-15,797,10874,0.000213,0.055,43.308
124291,2026-06-16,1496,19795,0.000508,0.078,41.918
124291,2026-06-17,1399,22313,0.005057,0.101,42.072
124291,2026-06-18,770,11580,0.000421,0.039,43.397
124291,2026-06-19,1586,21888,0.000683,0.093,43.267
124291,2026-06-20,337,6064,0.000201,0.016,42.813
124291,2026-06-21,281,3317,7.7e-05,0.017,43.238
124291,2026-06-22,835,12018,0.000513,0.041,42.165
124291,2026-06-23,1055,17388,0.000642,0.049,41.861
124291,2026-06-24,2319,41703,0.002848,0.141,43.366
124291,2026-06-25,1213,16492,0.000439,0.097,43.98
124291,2026-06-26,901,10488,0.000183,0.049,42.134
124291,2026-06-27,389,5119,6e-05,0.018,41.986
124291,2026-06-28,355,5341,9.2e-05,0.015,43.997
124291,2026-06-29,476,8108,0.000364,0.032,42.497
124291,2026-06-30,1135,15778,0.000423,0.057,43.466
124291,2026-07-01,432,8578,0.000172,0.019,43.486
124291,2026-07-02,1893,28512,0.000708,0.072,43.792
124291,2026-07-03,947,13530,0.00031,0.057,44.3
124291,2026-07-04,470,6271,0.000105,0.032,44.833
124291,2026-07-05,510,6009,0.000115,0.023,41.949
124291,2026-07-06,1268,18511,0.0005,0.07,43.687
124291,2026-07-07,1086,16168,0.000481,0.07,42.987
124291,2026-07-08,1138,16601,0.000534,0.055,42.116
124291,2026-07-09,879,16438,0.000397,0.059,43.908
124291,2026-07-10,785,11734,0.000288,0.055,42.73
124291,2026-07-11,224,3282,7.8e-05,0.013,42.585
124291,2026-07-12,325,4580,8.3e-05,0.017,43.356
124291,2026-07-13,947,17065,0.000379,0.051,41.799
124291,2026-07-14,649,8866,0.00028,0.05,42.624
124291,2026-07-15,716,10601,0.000286,0.04,40.955
124291,2026-07-16,838,12371,0.000526,0.043,41.465
124291,2026-07-17,906,13992,0.001501,0.037,43.066
124291,2026-07-18,226,3058,6.4e-05,0.012,42.364
124291,2026-07-19,354,4551,0.00013,0.019,41.735
124291,2026-07-20,800,9401,0.000257,0.051,44.89
124291,2026-07-21,1243,21654,0.000745,0.067,43.47
124291,2026-07-22,1811,27092,0.000824,0.121,42.782
124291,2026-07-23,666,10725,0.000398,0.031,43.436
124291,2026-07-24,2033,27311,0.000364,0.109,43.222
124291,2026-07-25,449,7456,0.000107,0.036,42.335
124291,2026-07-26,447,7128,0.000153,0.032,43.259
124291,2026-07-27,665,7327,9.3e-05,0.037,44.095
124291,2026-07-28,629,7984,0.000243,0.036,43.083
124291,2026-07-29,864,11548,0.000377,0.057,42.189
124291,2026-07-30,995,14244,0.000285,0.059,43.623
124291,2026-07-31,926,15104,0.000313,0.065,43.31
124291,2026-08-01,239,3334,0.000118,0.011,42.247
124291,2026-08-02,656,8236,0.000619,0.038,42.452
124291,2026-08-03,991,12457,0.000259,0.065,42.855
124291,2026-08-04,652,8748,0.000211,0.03,42.46
124291,2026-08-05,3744,56811,0.001501,0.202,43.577
124291,2026-08-06,910,13939,0.000386,0.042,41.933
124291,2026-08-07,945,13250,0.001884,0.046,41.208
124291,2026-08-08,287,4035,0.000139,0.015,42.586
124291,2026-08-09,467,6846,0.00013,0.029,42.441
124291,2026-08-10,824,12486,0.000461,0.047,44.562
124291,2026-08-11,1824,24033,0.000764,0.122,42.363
124291,2026-08-12,1191,18078,0.000614,0.06,43.722
124291,2026-08-13,1217,16178,0.000628,0.077,43.928
124291,2026-08-14,1302,16050,0.000858,0.075,43.09
124291,2026-08-15,326,3678,6.2e-05,0.02,42.401
124291,2026-08-16,317,4840,0.000106,0.016,41.588
124291,2026-08-17,675,11311,0.000674,0.041,42.283
124291,2026-08-18,1048,16179,0.000454,0.062,43.562
125135,2026-05-21,0,0,0.0,0.0,0.2
125135,2026-05-22,0,0,0.0,0.0,0.208
125135,2026-05-23,0,0,0.0,0.0,0.209
125135,2026-05-24,0,0,0.0,0.0,0.206
125135,2026-05-25,36,617,9e-06,0.001,0.208
125135,2026-05-26,33,514,1.4e-05,0.001,0.207
125135,2026-05-27,35,491,1.7e-05,0.001,0.21
125135,2026-05-28,0,0,0.0,0.0,0.211
125135,2026-05-29,0,0,0.0,0.0,0.205
125135,2026-05-30,20,282,9e-06,0.001,0.208
125135,2026-05-31,0,0,0.0,0.0,0.208
125135,2026-06-01,0,0,0.0,0.0,0.213
125135,2026-06-02,0,0,0.0,0.0,0.213
125135,2026-06-03,35,648,1.1e-05,0.001,0.208
125135,2026-06-04,34,560,1.7e-05,0.001,0.212
125135,2026-06-05,0,0,0.0,0.0,0.212
125135,2026-06-06,0,0,0.0,0.0,0.21
125135,2026-06-07,0,0,0.0,0.0,0.209
125135,2026-06-08,31,524,8e-06,0.001,0.222
125135,2026-06-09,37,595,1.4e-05,0.001,0.216
125135,2026-06-10,0,0,0.0,0.0,0.215
125135,2026-06-11,35,574,1.6e-05,0.001,0.207
125135,2026-06-12,0,0,0.0,0.0,0.218
125135,2026-06-13,16,203,7e-06,0.001,0.213
125135,2026-06-14,20,274,6e-06,0.001,0.222
125135,2026-06-15,43,791,1.8e-05,0.002,0.213
125135,2026-06-16,41,607,1.4e-05,0.001,0.213
125135,2026-06-17,0,0,0.0,0.0,0.222
125135,2026-06-18,0,0,0.0,0.0,0.216
125135,2026-06-19,33,498,1.4e-05,0.001,0.22
125135,2026-06-20,0,0,0.0,0.0,0.219
125135,2026-06-21,21,324,1.4e-05,0.001,0.214
125135,2026-06-22,0,0,0.0,0.0,0.219
125135,2026-06-23,0,0,0.0,0.0,0.215
125135,2026-06-24,0,0,0.0,0.0,0.217
125135,2026-06-25,0,0,0.0,0.0,0.223
125135,2026-06-26,38,631,1.4e-05,0.001,0.211
125135,2026-06-27,20,278,9e-06,0.001,0.22
125135,2026-06-28,23,326,7e-06,0.001,0.222
125135,2026-06-29,39,600,0.000123,0.001,0.223
125135,2026-06-30,0,0,0.0,0.0,0.218
125135,2026-07-01,37,582,1.7e-05,0.001,0.221
125135,2026-07-02,0,0,0.0,0.0,0.222
125135,2026-07-03,34,626,2e-05,0.001,0.224
125135,2026-07-04,19,319,1.1e-05,0.001,0.222
125135,2026-07-05,0,0,0.0,0.0,0.216
125135,2026-07-06,0,0,0.0,0.0,0.231
125135,2026-07-07,0,0,0.0,0.0,0.232
125135,2026-07-08,31,433,1.5e-05,0.001,0.221
125135,2026-07-09,31,512,1.1e-05,0.001,0.217
125135,2026-07-10,33,519,1.1e-05,0.001,0.224
125135,2026-07-11,20,303,6e-06,0.001,0.228
125135,2026-07-12,0,0,0.0,0.0,0.226
125135,2026-07-13,29,388,1.4e-05,0.001,0.226
125135,2026-07-14,0,0,0.0,0.0,0.217
125135,2026-07-15,0,0,0.0,0.0,0.219
125135,2026-07-16,33,533,1.1e-05,0.001,0.226
125135,2026-07-17,39,661,1.7e-05,0.001,0.227
125135,2026-07-18,0,0,0.0,0.0,0.228
125135,2026-07-19,0,0,0.0,0.0,0.24
125135,2026-07-20,0,0,0.0,0.0,0.229
125135,2026-07-21,35,562,3.9e-05,0.001,0.223
125135,2026-07-22,34,464,3.1e-05,0.002,0.234
125135,2026-07-23,26,451,8e-06,0.001,0.237
125135,2026-07-24,0,0,0.0,0.0,0.229
125135,2026-07-25,0,0,0.0,0.0,0.23
125135,2026-07-26,20,385,9e-06,0.001,0.23
125135,2026-07-27,40,572,1.3e-05,0.001,0.234
125135,2026-07-28,0,0,0.0,0.0,0.231
125135,2026-07-29,34,539,2.8e-05,0.001,0.232
125135,2026-07-30,35,536,9e-06,0.002,0.227
125135,2026-07-31,0,0,0.0,0.0,0.233
125135,2026-08-01,0,0,0.0,0.0,0.227
125135,2026-08-02,0,0,0.0,0.0,0.234
125135,2026-08-03,39,732,2.4e-05,0.001,0.24
125135,2026-08-04,0,0,0.0,0.0,0.231
125135,2026-08-05,31,536,7e-06,0.001,0.226
125135,2026-08-06,28,427,9e-06,0.001,0.238
125135,2026-08-07,0,0,0.0,0.0,0.233
125135,2026-08-08,0,0,0.0,0.0,0.236
125135,2026-08-09,18,283,3.1e-05,0.001,0.23
125135,2026-08-10,0,0,0.0,0.0,0.232
125135,2026-08-11,0,0,0.0,0.0,0.232
125135,2026-08-12,30,604,2e-05,0.001,0.234
125135,2026-08-13,0,0,0.0,0.0,0.237
125135,2026-08-14,34,582,7e-06,0.001,0.227
125135,2026-08-15,0,0,0.0,0.0,0.236
125135,2026-08-16,0,0,0.0,0.0,0.231
125135,2026-08-17,0,0,0.0,0.0,0.241
125135,2026-08-18,0,0,0.0,0.0,0.237
125821,2026-05-21,0,0,0.0,0.0,0.585
125821,2026-05-22,0,0,0.0,0.0,0.605
125821,2026-05-23,0,0,0.0,0.0,0.584
125821,2026-05-24,7,86,6e-06,0.0,0.611
125821,2026-05-25,0,0,0.0,0.0,0.605
125821,2026-05-26,0,0,0.0,0.0,0.611
125821,2026-05-27,22,271,1e-05,0.0,0.601
125821,2026-05-28,12,164,1.3e-05,0.0,0.61
125821,2026-05-29,19,233,1.2e-05,0.0,0.595
125821,2026-05-30,8,108,5e-06,0.0,0.598
125821,2026-05-31,11,129,9e-06,0.0,0.607
125821,2026-06-01,31,364,2.2e-05,0.0,0.59
125821,2026-06-02,25,355,3.3e-05,0.0,0.617
125821,2026-06-03,35,426,3.4e-05,0.0,0.606
125821,2026-06-04,6,87,3e-06,0.0,0.624
125821,2026-06-05,19,234,9.7e-05,0.0,0.595
125821,2026-06-06,0,0,0.0,0.0,0.634
125821,2026-06-07,0,0,0.0,0.0,0.631
125821,2026-06-08,77,980,5e-05,0.001,0.626
125821,2026-06-09,0,0,0.0,0.0,0.626
125821,2026-06-10,0,0,0.0,0.0,0.621
125821,2026-06-11,30,431,2.1e-05,0.0,0.615
125821,2026-06-12,0,0,0.0,0.0,0.611
125821,2026-06-13,0,0,0.0,0.0,0.61
125821,2026-06-14,0,0,0.0,0.0,0.608
125821,2026-06-15,16,200,9e-06,0.0,0.618
125821,2026-06-16,20,309,2.4e-05,0.0,0.618
125821,2026-06-17,30,343,3.8e-05,0.0,0.611
125821,2026-06-18,28,287,2.7e-05,0.0,0.642
125821,2026-06-19,11,124,8e-06,0.0,0.628
125821,2026-06-20,0,0,0.0,0.0,0.611
125821,2026-06-21,0,0,0.0,0.0,0.63
125821,2026-06-22,0,0,0.0,0.0,0.641
125821,2026-06-23,0,0,0.0,0.0,0.626
125821,2026-06-24,0,0,0.0,0.0,0.631
125821,2026-06-25,18,188,1.5e-05,0.0,0.648
125821,2026-06-26,48,611,0.000184,0.001,0.606
125821,2026-06-27,17,224,1.3e-05,0.0,0.621
125821,2026-06-28,13,189,9e-06,0.0,0.635
125821,2026-06-29,27,362,2.9e-05,0.0,0.639
125821,2026-06-30,11,105,7e-06,0.0,0.639
125821,2026-07-01,0,0,0.0,0.0,0.63
125821,2026-07-02,46,598,2.6e-05,0.001,0.631
125821,2026-07-03,34,388,2.6e-05,0.0,0.639
125821,2026-07-04,0,0,0.0,0.0,0.65
125821,2026-07-05,12,152,7e-06,0.0,0.638
125821,2026-07-06,46,780,3.4e-05,0.001,0.629
125821,2026-07-07,0,0,0.0,0.0,0.66
125821,2026-07-08,14,155,7e-06,0.0,0.623
125821,2026-07-09,0,0,0.0,0.0,0.645
125821,2026-07-10,0,0,0.0,0.0,0.639
125821,2026-07-11,5,68,5e-06,0.0,0.636
125821,2026-07-12,0,0,0.0,0.0,0.636
125821,2026-07-13,26,320,3.7e-05,0.0,0.641
125821,2026-07-14,27,328,1.9e-05,0.0,0.626
125821,2026-07-15,0,0,0.0,0.0,0.664
125821,2026-07-16,25,272,1e-05,0.0,0.664
125821,2026-07-17,0,0,0.0,0.0,0.658
125821,2026-07-18,0,0,0.0,0.0,0.658
125821,2026-07-19,0,0,0.0,0.0,0.665
125821,2026-07-20,0,0,0.0,0.0,0.642
125821,2026-07-21,23,291,1.9e-05,0.0,0.671
125821,2026-07-22,24,356,1.9e-05,0.0,0.669
125821,2026-07-23,0,0,0.0,0.0,0.651
125821,2026-07-24,34,373,3.1e-05,0.0,0.644
125821,2026-07-25,5,70,4e-06,0.0,0.672
125821,2026-07-26,33,398,3e-05,0.0,0.645
125821,2026-07-27,113,1237,7.5e-05,0.001,0.636
125821,2026-07-28,16,235,1.9e-05,0.0,0.654
125821,2026-07-29,0,0,0.0,0.0,0.662
125821,2026-07-30,48,607,5.1e-05,0.001,0.663
125821,2026-07-31,17,235,2.5e-05,0.0,0.655
125821,2026-08-01,39,457,2e-05,0.0,0.662
125821,2026-08-02,27,357,2.2e-05,0.0,0.671
125821,2026-08-03,0,0,0.0,0.0,0.68
125821,2026-08-04,0,0,0.0,0.0,0.676
125821,2026-08-05,55,754,7.1e-05,0.001,0.675
125821,2026-08-06,0,0,0.0,0.0,0.672
125821,2026-08-07,0,0,0.0,0.0,0.662
125821,2026-08-08,12,183,1.1e-05,0.0,0.65
125821,2026-08-09,13,201,1.7e-05,0.0,0.68
125821,2026-08-10,13,158,9e-06,0.0,0.67
125821,2026-08-11,54,660,6.6e-05,0.001,0.717
125821,2026-08-12,0,0,0.0,0.0,0.661
125821,2026-08-13,34,438,2.1e-05,0.0,0.681
125821,2026-08-14,0,0,0.0,0.0,0.667
125821,2026-08-15,0,0,0.0,0.0,0.665
125821,2026-08-16,14,147,1.4e-05,0.0,0.686
125821,2026-08-17,0,0,0.0,0.0,0.666
125821,2026-08-18,0,0,0.0,0.0,0.705
126047,2026-05-21,170,4219,0.000105,0.003,6.26
126047,2026-05-22,150,4483,6e-05,0.002,6.261
126047,2026-05-23,244,6610,0.000128,0.004,6.268
126047,2026-05-24,179,4376,5.1e-05,0.002,6.195
126047,2026-05-25,143,3751,4.5e-05,0.002,6.304
126047,2026-05-26,130,3222,5.3e-05,0.002,6.336
126047,2026-05-27,135,3118,3.7e-05,0.002,6.479
126047,2026-05-28,184,4623,5.8e-05,0.003,6.281
126047,2026-05-29,147,4382,7.6e-05,0.002,6.486
126047,2026-05-30,176,4008,5.6e-05,0.003,6.575
126047,2026-05-31,159,4155,6.5e-05,0.002,6.606
126047,2026-06-01,133,3874,6e-05,0.002,6.861
126047,2026-06-02,122,3162,5.5e-05,0.002,6.767
126047,2026-06-03,137,4077,9e-05,0.002,6.756
126047,2026-06-04,140,3801,9.3e-05,0.002,6.54
126047,2026-06-05,146,3795,0.000149,0.002,6.813
126047,2026-06-06,142,3819,8.7e-05,0.002,7.081
126047,2026-06-07,105,2498,6e-05,0.001,7.205
126047,2026-06-08,118,2784,8.7e-05,0.002,7.127
126047,2026-06-09,88,2274,0.000162,0.001,7.057
126047,2026-06-10,103,2612,8.1e-05,0.002,6.931
126047,2026-06-11,94,2208,4.2e-05,0.001,6.971
126047,2026-06-12,120,3027,8.1e-05,0.002,6.762
126047,2026-06-13,119,3420,5.4e-05,0.002,7.25
126047,2026-06-14,92,2215,5e-05,0.001,7.1
126047,2026-06-15,89,2341,4.6e-05,0.001,6.948
126047,2026-06-16,91,1958,4.2e-05,0.001,7.05
126047,2026-06-17,89,2071,3.1e-05,0.001,7.343
126047,2026-06-18,85,1841,4.2e-05,0.001,7.364
126047,2026-06-19,66,1695,2.2e-05,0.001,7.01
126047,2026-06-20,78,1666,2.5e-05,0.001,7.431
126047,2026-06-21,84,2259,6.6e-05,0.001,7.494
126047,2026-06-22,69,2054,5.8e-05,0.001,7.48
126047,2026-06-23,101,2650,4.2e-05,0.001,7.518
126047,2026-06-24,88,2319,4.2e-05,0.001,7.656
126047,2026-06-25,63,1992,3.6e-05,0.001,7.59
126047,2026-06-26,90,2187,4.2e-05,0.001,7.721
126047,2026-06-27,88,1990,3.8e-05,0.001,7.798
126047,2026-06-28,62,1728,2.1e-05,0.001,8.017
126047,2026-06-29,75,2094,2.5e-05,0.001,7.817
126047,2026-06-30,87,2369,4.4e-05,0.001,8.045
126047,2026-07-01,54,1276,3.3e-05,0.001,7.75
126047,2026-07-02,73,1961,5.2e-05,0.001,7.909
126047,2026-07-03,54,1140,1.9e-05,0.001,7.913
126047,2026-07-04,88,2266,5.3e-05,0.002,8.014
126047,2026-07-05,48,1314,3.4e-05,0.0,7.924
126047,2026-07-06,73,1686,4.8e-05,0.001,8.303
126047,2026-07-07,44,1056,1.3e-05,0.001,8.058
126047,2026-07-08,75,1942,0.000186,0.001,8.106
126047,2026-07-09,54,1457,2.3e-05,0.001,8.345
126047,2026-07-10,72,1848,3.5e-05,0.001,8.3
126047,2026-07-11,51,1087,3e-05,0.001,8.418
126047,2026-07-12,62,1539,1.8e-05,0.001,8.613
126047,2026-07-13,45,1026,0.000154,0.001,8.347
126047,2026-07-14,47,1087,1.3e-05,0.001,8.822
126047,2026-07-15,46,1251,1.5e-05,0.0,8.412
126047,2026-07-16,56,1612,2.9e-05,0.001,8.641
126047,2026-07-17,0,0,0.0,0.0,8.591
126047,2026-07-18,47,1231,2.6e-05,0.001,9.111
126047,2026-07-19,0,0,0.0,0.0,9.069
126047,2026-07-20,49,1346,1.7e-05,0.001,8.567
126047,2026-07-21,52,1167,2.4e-05,0.001,9.24
126047,2026-07-22,45,1164,8e-05,0.001,8.909
126047,2026-07-23,0,0,0.0,0.0,8.834
126047,2026-07-24,0,0,0.0,0.0,8.711
126047,2026-07-25,0,0,0.0,0.0,8.783
126047,2026-07-26,0,0,0.0,0.0,9.229
126047,2026-07-27,0,0,0.0,0.0,9.303
126047,2026-07-28,0,0,0.0,0.0,9.054
126047,2026-07-29,40,867,5e-05,0.001,9.078
126047,2026-07-30,0,0,0.0,0.0,9.411
126047,2026-07-31,32,680,1e-05,0.0,9.379
126047,2026-08-01,0,0,0.0,0.0,9.277
126047,2026-08-02,30,837,1.1e-05,0.0,9.722
126047,2026-08-03,36,793,1.1e-05,0.001,9.547
126047,2026-08-04,0,0,0.0,0.0,9.683
126047,2026-08-05,21,652,2.6e-05,0.0,9.653
126047,2026-08-06,27,627,9e-06,0.0,9.431
126047,2026-08-07,0,0,0.0,0.0,9.848
126047,2026-08-08,0,0,0.0,0.0,9.849
126047,2026-08-09,0,0,0.0,0.0,10.033
126047,2026-08-10,22,611,1.6e-05,0.0,9.745
126047,2026-08-11,0,0,0.0,0.0,10.24
126047,2026-08-12,0,0,0.0,0.0,10.299
126047,2026-08-13,0,0,0.0,0.0,10.474
126047,2026-08-14,0,0,0.0,0.0,10.3
126047,2026-08-15,0,0,0.0,0.0,10.233
126047,2026-08-16,0,0,0.0,0.0,10.164
126047,2026-08-17,15,376,5e-06,0.0,10.468
126047,2026-08-18,24,621,1.8e-05,0.0,10.403
126796,2026-05-21,452189,2594168,0.148587,10.027,3.561
126796,2026-05-22,556997,4482160,0.482659,7.428,3.457
126796,2026-05-23,765579,6764162,0.946671,12.165,3.681
126796,2026-05-24,369979,2261612,0.146536,4.463,3.447
126796,2026-05-25,392390,3146206,0.160445,5.902,3.472
126796,2026-05-26,357654,2912031,0.419876,4.178,3.46
126796,2026-05-27,784477,6082082,0.412856,11.103,3.606
126796,2026-05-28,335217,2296880,0.205921,3.533,3.391
126796,2026-05-29,423059,3003439,0.230433,7.01,3.439
126796,2026-05-30,514442,3095590,0.398907,5.669,3.627
126796,2026-05-31,599411,4399713,0.333427,10.517,3.376
126796,2026-06-01,430833,3001408,0.281595,7.125,3.502
126796,2026-06-02,582225,3647673,0.147106,9.6,3.353
126796,2026-06-03,389059,3145628,2.323844,4.102,3.342
126796,2026-06-04,338889,2879938,1.011169,4.744,3.681
126796,2026-06-05,562930,5786349,0.417976,6.133,3.347
126796,2026-06-06,472172,3105661,0.324786,6.465,3.481
126796,2026-06-07,336744,2697409,0.153869,5.452,3.565
126796,2026-06-08,859751,6615396,0.769409,15.66,3.449
126796,2026-06-09,758413,6033838,0.472724,13.032,3.422
126796,2026-06-10,456940,3258880,0.166877,6.807,3.395
126796,2026-06-11,661476,4455135,0.403659,12.189,3.575
126796,2026-06-12,483206,3569989,0.236751,5.36,3.388
126796,2026-06-13,562029,4578512,0.719733,7.522,3.466
126796,2026-06-14,449269,2956828,0.268662,6.224,3.33
126796,2026-06-15,741759,5149187,0.393572,18.907,3.374
126796,2026-06-16,991438,7239020,0.6428,24.827,3.362
126796,2026-06-17,858533,6290730,0.507024,12.937,3.421
126796,2026-06-18,603437,4136965,1.19868,9.082,3.263
126796,2026-06-19,578824,4686647,0.290142,8.477,3.424
126796,2026-06-20,413268,3353946,0.265667,5.705,3.456
126796,2026-06-21,366701,3025374,0.231663,4.989,3.417
126796,2026-06-22,604819,3634447,0.519186,14.679,3.446
126796,2026-06-23,749397,5335454,0.380963,11.118,3.314
126796,2026-06-24,511929,3175759,1.628947,7.451,3.442
126796,2026-06-25,841487,5568357,0.538982,11.526,3.451
126796,2026-06-26,963148,6579434,0.631344,14.164,3.374
126796,2026-06-27,969284,6103281,0.252263,15.001,3.448
126796,2026-06-28,1188823,10064027,0.888862,16.575,3.46
126796,2026-06-29,1403225,9375620,0.822439,19.226,3.345
126796,2026-06-30,648171,4635489,0.264974,10.034,3.446
126796,2026-07-01,552968,3758139,0.48271,8.168,3.324
126796,2026-07-02,1313429,11039227,1.08716,22.923,3.383
126796,2026-07-03,499364,3933984,0.418489,6.724,3.399
126796,2026-07-04,662743,4768743,0.34118,11.034,3.45
126796,2026-07-05,461989,3546991,0.225933,6.617,3.288
126796,2026-07-06,1441469,10044718,3.586101,18.402,3.448
126796,2026-07-07,1444280,10175709,0.556105,19.105,3.295
126796,2026-07-08,1443632,10553132,0.559461,19.857,3.401
126796,2026-07-09,1180461,8015931,0.393755,16.896,3.364
126796,2026-07-10,1331298,8763110,1.057273,17.816,3.435
126796,2026-07-11,663171,4559386,2.104869,9.164,3.372
126796,2026-07-12,894048,5853804,0.424967,13.162,3.334
126796,2026-07-13,742752,6200106,0.467417,11.06,3.356
126796,2026-07-14,903782,5871653,0.541519,10.956,3.339
126796,2026-07-15,2875563,22905590,1.892933,46.198,3.384
126796,2026-07-16,909845,6973113,0.406363,13.333,3.396
126796,2026-07-17,1298833,8296245,0.562031,22.911,3.162
